                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.3376,                 2.0651,                 1.4692,                0.47749,                0.57891,                0.52931,                0.31024,                 1.4034,                 1.6874,                 1.5019,             0.00023701,             0.00023701,             0.00023701
